"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust"
"682","GO:0006614",0,1,10,10,"SRP-dependent cotranslational protein targeting to membrane","BP",0
"685","GO:0006629",0,1,11,11,"lipid metabolic process","BP",0
"712","GO:0006753",0,1,11,11,"nucleoside phosphate metabolic process","BP",0
"723","GO:0006793",0,1,19,19,"phosphorus metabolic process","BP",0
"724","GO:0006796",0,1,19,19,"phosphate-containing compound metabolic process","BP",0
"742","GO:0006873",0,1,9,9,"cellular ion homeostasis","BP",0
"744","GO:0006875",0,1,9,9,"cellular metal ion homeostasis","BP",0
"747","GO:0006886",0,1,21,21,"intracellular protein transport","BP",0
"763","GO:0006915",0,1,9,9,"apoptotic process","BP",0
"766","GO:0006928",0,1,19,19,"movement of cell or subcellular component","BP",0
"767","GO:0006935",0,1,9,9,"chemotaxis","BP",0
"773","GO:0006952",0,1,16,16,"defense response","BP",0
"776","GO:0006955",0,1,15,15,"immune response","BP",0
"782","GO:0006979",0,1,9,9,"response to oxidative stress","BP",0
"790","GO:0007010",0,1,14,14,"cytoskeleton organization","BP",0
"792","GO:0007017",0,1,14,14,"microtubule-based process","BP",0
"805","GO:0007049",0,1,18,18,"cell cycle","BP",0
"827","GO:0007165",0,1,25,25,"signal transduction","BP",0
"828","GO:0007166",0,1,12,12,"cell surface receptor signaling pathway","BP",0
"851","GO:0007276",0,1,22,22,"gamete generation","BP",0
"852","GO:0007281",0,1,16,16,"germ cell development","BP",0
"856","GO:0007292",0,1,15,15,"female gamete generation","BP",0
"870","GO:0007346",0,1,9,9,"regulation of mitotic cell cycle","BP",0
"881","GO:0007389",0,1,13,13,"pattern specification process","BP",0
"889","GO:0007417",0,1,14,14,"central nervous system development","BP",0
"891","GO:0007420",0,1,9,9,"brain development","BP",0
"893","GO:0007423",0,1,10,10,"sensory organ development","BP",0
"898","GO:0007444",0,1,9,9,"imaginal disc development","BP",0
"908","GO:0007507",0,1,11,11,"heart development","BP",0
"922","GO:0007568",0,1,13,13,"aging","BP",0
"938","GO:0007610",0,1,10,10,"behavior","BP",0
"966","GO:0008104",0,1,28,28,"protein localization","BP",0
"971","GO:0008144",0,1,9,9,NA,NA,0
"989","GO:0008219",0,1,13,13,"cell death","BP",0
"999","GO:0008284",0,1,9,9,"positive regulation of cell population proliferation","BP",0
"1000","GO:0008285",0,1,9,9,"negative regulation of cell population proliferation","BP",0
"1012","GO:0008340",0,1,9,9,"determination of adult lifespan","BP",0
"1019","GO:0008380",0,1,12,12,"RNA splicing","BP",0
"1046","GO:0009057",0,1,21,21,"macromolecule catabolic process","BP",0
"1064","GO:0009117",0,1,11,11,"nucleotide metabolic process","BP",0
"1078","GO:0009150",0,1,11,11,"purine ribonucleotide metabolic process","BP",0
"1106","GO:0009259",0,1,11,11,"ribonucleotide metabolic process","BP",0
"1130","GO:0009605",0,1,27,27,"response to external stimulus","BP",0
"1131","GO:0009607",0,1,13,13,"response to biotic stimulus","BP",0
"1132","GO:0009611",0,1,9,9,"response to wounding","BP",0
"1134","GO:0009617",0,1,10,10,"response to bacterium","BP",0
"1136","GO:0009628",0,1,18,18,"response to abiotic stimulus","BP",0
"1138","GO:0009636",0,1,14,14,"response to toxic substance","BP",0
"1146","GO:0009719",0,1,21,21,"response to endogenous stimulus","BP",0
"1147","GO:0009725",0,1,16,16,"response to hormone","BP",0
"1154","GO:0009790",0,1,25,25,"embryo development","BP",0
"1155","GO:0009791",0,1,18,18,"post-embryonic development","BP",0
"1156","GO:0009792",0,1,18,18,"embryo development ending in birth or egg hatching","BP",0
"1165","GO:0009887",0,1,19,19,"animal organ morphogenesis","BP",0
"1168","GO:0009890",0,1,23,23,"negative regulation of biosynthetic process","BP",0
"1169","GO:0009891",0,1,19,19,"positive regulation of biosynthetic process","BP",0
"1171","GO:0009893",0,1,28,28,"positive regulation of metabolic process","BP",0
"1172","GO:0009894",0,1,12,12,"regulation of catabolic process","BP",0
"1174","GO:0009896",0,1,11,11,"positive regulation of catabolic process","BP",0
"1184","GO:0009967",0,1,17,17,"positive regulation of signal transduction","BP",0
"1185","GO:0009968",0,1,15,15,"negative regulation of signal transduction","BP",0
"1189","GO:0009991",0,1,12,12,"response to extracellular stimulus","BP",0
"1194","GO:0010035",0,1,10,10,"response to inorganic substance","BP",0
"1206","GO:0010243",0,1,15,15,"response to organonitrogen compound","BP",0
"1208","GO:0010259",0,1,10,10,"multicellular organism aging","BP",0
"1230","GO:0010557",0,1,18,18,"positive regulation of macromolecule biosynthetic process","BP",0
"1231","GO:0010558",0,1,21,21,"negative regulation of macromolecule biosynthetic process","BP",0
"1232","GO:0010562",0,1,11,11,"positive regulation of phosphorus metabolic process","BP",0
"1243","GO:0010604",0,1,27,27,"positive regulation of macromolecule metabolic process","BP",0
"1246","GO:0010608",0,1,15,15,"posttranscriptional regulation of gene expression","BP",0
"1250","GO:0010628",0,1,20,20,"positive regulation of gene expression","BP",0
"1257","GO:0010638",0,1,10,10,"positive regulation of organelle organization","BP",0
"1260","GO:0010647",0,1,19,19,"positive regulation of cell communication","BP",0
"1261","GO:0010648",0,1,17,17,"negative regulation of cell communication","BP",0
"1289","GO:0010817",0,1,10,10,"regulation of hormone levels","BP",0
"1311","GO:0010941",0,1,21,21,"regulation of cell death","BP",0
"1312","GO:0010942",0,1,11,11,"positive regulation of cell death","BP",0
"1326","GO:0012501",0,1,13,13,"programmed cell death","BP",0
"1342","GO:0014070",0,1,14,14,"response to organic cyclic compound","BP",0
"1367","GO:0015031",0,1,22,22,"protein transport","BP",0
"1391","GO:0015630",0,1,12,12,"microtubule cytoskeleton","CC",0
"1408","GO:0015833",0,1,22,22,"peptide transport","BP",0
"1415","GO:0015934",0,1,9,9,"large ribosomal subunit","CC",0
"1416","GO:0015935",0,1,11,11,"small ribosomal subunit","CC",0
"1423","GO:0016021",0,1,13,13,"integral component of membrane","CC",0
"1441","GO:0016071",0,1,26,26,"mRNA metabolic process","BP",0
"1448","GO:0016192",0,1,17,17,"vesicle-mediated transport","BP",0
"1467","GO:0016310",0,1,9,9,"phosphorylation","BP",0
"1480","GO:0016462",0,1,9,9,"pyrophosphatase activity","MF",0
"1485","GO:0016491",0,1,9,9,"oxidoreductase activity","MF",0
"1501","GO:0016604",0,1,11,11,"nuclear body","CC",0
"1503","GO:0016607",0,1,8,8,"nuclear speck","CC",0
"1519","GO:0016740",0,1,21,21,"transferase activity","MF",0
"1527","GO:0016772",0,1,9,9,"transferase activity, transferring phosphorus-containing groups","MF",0
"1533","GO:0016787",0,1,21,21,"hydrolase activity","MF",0
"1542","GO:0016817",0,1,9,9,"hydrolase activity, acting on acid anhydrides","MF",0
"1543","GO:0016818",0,1,9,9,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","MF",0
"1574","GO:0017111",0,1,8,8,"nucleoside-triphosphatase activity","MF",0
"1575","GO:0017144",0,1,11,11,NA,NA,0
"1590","GO:0018130",0,1,15,15,"heterocycle biosynthetic process","BP",0
"1594","GO:0018193",0,1,12,12,"peptidyl-amino acid modification","BP",0
"1634","GO:0019220",0,1,14,14,"regulation of phosphate metabolic process","BP",0
"1646","GO:0019438",0,1,15,15,"aromatic compound biosynthetic process","BP",0
"1647","GO:0019439",0,1,19,19,"aromatic compound catabolic process","BP",0
"1654","GO:0019637",0,1,14,14,"organophosphate metabolic process","BP",0
"1658","GO:0019693",0,1,11,11,"ribose phosphate metabolic process","BP",0
"1660","GO:0019725",0,1,15,15,"cellular homeostasis","BP",0
"1666","GO:0019752",0,1,13,13,"carboxylic acid metabolic process","BP",0
"1684","GO:0019899",0,1,24,24,"enzyme binding","MF",0
"1685","GO:0019900",0,1,9,9,"kinase binding","MF",0
"1695","GO:0019953",0,1,23,23,"sexual reproduction","BP",0
"1723","GO:0022008",0,1,25,25,"neurogenesis","BP",0
"1725","GO:0022402",0,1,18,18,"cell cycle process","BP",0
"1729","GO:0022412",0,1,16,16,"cellular process involved in reproduction in multicellular organism","BP",0
"1733","GO:0022603",0,1,13,13,"regulation of anatomical structure morphogenesis","BP",0
"1739","GO:0022613",0,1,18,18,"ribonucleoprotein complex biogenesis","BP",0
"1741","GO:0022618",0,1,12,12,"ribonucleoprotein complex assembly","BP",0
"1743","GO:0022625",0,1,9,9,"cytosolic large ribosomal subunit","CC",0
"1744","GO:0022626",0,1,19,19,"cytosolic ribosome","CC",0
"1745","GO:0022627",0,1,10,10,"cytosolic small ribosomal subunit","CC",0
"1760","GO:0023056",0,1,19,19,"positive regulation of signaling","BP",0
"1761","GO:0023057",0,1,17,17,"negative regulation of signaling","BP",0
"1765","GO:0030003",0,1,9,9,"cellular cation homeostasis","BP",0
"1774","GO:0030030",0,1,16,16,"cell projection organization","BP",0
"1806","GO:0030141",0,1,8,8,"secretory granule","CC",0
"1810","GO:0030162",0,1,9,9,"regulation of proteolysis","BP",0
"1815","GO:0030182",0,1,16,16,"neuron differentiation","BP",0
"1821","GO:0030234",0,1,8,8,"enzyme regulator activity","MF",0
"1847","GO:0030425",0,1,10,10,"dendrite","CC",0
"1902","GO:0030855",0,1,14,14,"epithelial cell differentiation","BP",0
"1938","GO:0031090",0,1,26,26,"organelle membrane","CC",0
"1958","GO:0031175",0,1,12,12,"neuron projection development","BP",0
"1960","GO:0031224",0,1,14,14,"intrinsic component of membrane","CC",0
"1961","GO:0031226",0,1,8,8,"intrinsic component of plasma membrane","CC",0
"1977","GO:0031325",0,1,26,26,"positive regulation of cellular metabolic process","BP",0
"1979","GO:0031327",0,1,22,22,"negative regulation of cellular biosynthetic process","BP",0
"1980","GO:0031328",0,1,19,19,"positive regulation of cellular biosynthetic process","BP",0
"1981","GO:0031329",0,1,12,12,"regulation of cellular catabolic process","BP",0
"1983","GO:0031331",0,1,11,11,"positive regulation of cellular catabolic process","BP",0
"1996","GO:0031399",0,1,13,13,"regulation of protein modification process","BP",0
"1998","GO:0031401",0,1,9,9,"positive regulation of protein modification process","BP",0
"2000","GO:0031410",0,1,21,21,"cytoplasmic vesicle","CC",0
"2031","GO:0031667",0,1,12,12,"response to nutrient levels","BP",0
"2049","GO:0031967",0,1,16,16,"organelle envelope","CC",0
"2053","GO:0031975",0,1,16,16,"envelope","CC",0
"2055","GO:0031982",0,1,22,22,"vesicle","CC",0
"2057","GO:0031984",0,1,12,12,"organelle subcompartment","CC",0
"2098","GO:0032268",0,1,24,24,"regulation of cellular protein metabolic process","BP",0
"2099","GO:0032269",0,1,11,11,"negative regulation of cellular protein metabolic process","BP",0
"2100","GO:0032270",0,1,17,17,"positive regulation of cellular protein metabolic process","BP",0
"2134","GO:0032504",0,1,23,23,"multicellular organism reproduction","BP",0
"2173","GO:0032787",0,1,8,8,"monocarboxylic acid metabolic process","BP",0
"2181","GO:0032870",0,1,11,11,"cellular response to hormone stimulus","BP",0
"2188","GO:0032879",0,1,24,24,"regulation of localization","BP",0
"2189","GO:0032880",0,1,11,11,"regulation of protein localization","BP",0
"2199","GO:0032940",0,1,9,9,"secretion by cell","BP",0
"2209","GO:0032989",0,1,16,16,"cellular component morphogenesis","BP",0
"2210","GO:0032990",0,1,11,11,"cell part morphogenesis","BP",0
"2216","GO:0033036",0,1,28,28,"macromolecule localization","BP",0
"2217","GO:0033043",0,1,18,18,"regulation of organelle organization","BP",0
"2248","GO:0033365",0,1,21,21,"protein localization to organelle","BP",0
"2251","GO:0033554",0,1,25,25,"cellular response to stress","BP",0
"2267","GO:0033993",0,1,13,13,"response to lipid","BP",0
"2276","GO:0034097",0,1,14,14,"response to cytokine","BP",0
"2289","GO:0034248",0,1,12,12,"regulation of cellular amide metabolic process","BP",0
"2319","GO:0034613",0,1,27,27,"cellular protein localization","BP",0
"2322","GO:0034622",0,1,19,19,"cellular protein-containing complex assembly","BP",0
"2328","GO:0034654",0,1,15,15,"nucleobase-containing compound biosynthetic process","BP",0
"2329","GO:0034655",0,1,17,17,"nucleobase-containing compound catabolic process","BP",0
"2392","GO:0035239",0,1,12,12,"tube morphogenesis","BP",0
"2405","GO:0035295",0,1,18,18,"tube development","BP",0
"2427","GO:0035556",0,1,12,12,"intracellular signal transduction","BP",0
"2437","GO:0035690",0,1,11,11,NA,NA,0
"2440","GO:0035770",0,1,9,9,"ribonucleoprotein granule","CC",0
"2462","GO:0036094",0,1,11,11,"small molecule binding","MF",0
"2467","GO:0036211",0,1,26,26,"protein modification process","BP",0
"2473","GO:0036293",0,1,10,10,"response to decreased oxygen levels","BP",0
"2484","GO:0036477",0,1,13,13,"somatodendritic compartment","CC",0
"2499","GO:0040007",0,1,11,11,"growth","BP",0
"2500","GO:0040008",0,1,11,11,"regulation of growth","BP",0
"2503","GO:0040011",0,1,14,14,"locomotion","BP",0
"2530","GO:0042127",0,1,15,15,"regulation of cell population proliferation","BP",0
"2541","GO:0042175",0,1,12,12,"nuclear outer membrane-endoplasmic reticulum membrane network","CC",0
"2550","GO:0042254",0,1,10,10,"ribosome biogenesis","BP",0
"2560","GO:0042325",0,1,13,13,"regulation of phosphorylation","BP",0
"2562","GO:0042327",0,1,11,11,"positive regulation of phosphorylation","BP",0
"2563","GO:0042330",0,1,9,9,"taxis","BP",0
"2586","GO:0042493",0,1,20,20,NA,NA,0
"2603","GO:0042592",0,1,24,24,"homeostatic process","BP",0
"2623","GO:0042802",0,1,15,15,"identical protein binding","MF",0
"2624","GO:0042803",0,1,12,12,"protein homodimerization activity","MF",0
"2630","GO:0042886",0,1,22,22,"amide transport","BP",0
"2632","GO:0042981",0,1,19,19,"regulation of apoptotic process","BP",0
"2633","GO:0042995",0,1,24,24,"cell projection","CC",0
"2636","GO:0043005",0,1,15,15,"neuron projection","CC",0
"2637","GO:0043009",0,1,9,9,"chordate embryonic development","BP",0
"2647","GO:0043043",0,1,21,21,"peptide biosynthetic process","BP",0
"2650","GO:0043065",0,1,10,10,"positive regulation of apoptotic process","BP",0
"2651","GO:0043066",0,1,11,11,"negative regulation of apoptotic process","BP",0
"2652","GO:0043067",0,1,20,20,"regulation of programmed cell death","BP",0
"2653","GO:0043068",0,1,10,10,"positive regulation of programmed cell death","BP",0
"2654","GO:0043069",0,1,12,12,"negative regulation of programmed cell death","BP",0
"2655","GO:0043085",0,1,12,12,"positive regulation of catalytic activity","BP",0
"2668","GO:0043167",0,1,23,23,"ion binding","MF",0
"2669","GO:0043168",0,1,15,15,"anion binding","MF",0
"2670","GO:0043169",0,1,12,12,"cation binding","MF",0
"2682","GO:0043207",0,1,12,12,"response to external biotic stimulus","BP",0
"2722","GO:0043412",0,1,26,26,"macromolecule modification","BP",0
"2727","GO:0043434",0,1,9,9,"response to peptide hormone","BP",0
"2728","GO:0043436",0,1,13,13,"oxoacid metabolic process","BP",0
"2763","GO:0043603",0,1,26,26,"cellular amide metabolic process","BP",0
"2764","GO:0043604",0,1,24,24,"amide biosynthetic process","BP",0
"2793","GO:0044087",0,1,18,18,"regulation of cellular component biogenesis","BP",0
"2795","GO:0044092",0,1,13,13,"negative regulation of molecular function","BP",0
"2796","GO:0044093",0,1,18,18,"positive regulation of molecular function","BP",0
"2804","GO:0044255",0,1,8,8,"cellular lipid metabolic process","BP",0
"2809","GO:0044265",0,1,20,20,"cellular macromolecule catabolic process","BP",0
"2811","GO:0044270",0,1,19,19,"cellular nitrogen compound catabolic process","BP",0
"2815","GO:0044281",0,1,23,23,"small molecule metabolic process","BP",0
"2817","GO:0044283",0,1,8,8,"small molecule biosynthetic process","BP",0
"2832","GO:0044391",0,1,19,19,"ribosomal subunit","CC",0
"2836","GO:0044421",0,1,10,10,NA,NA,0
"2840","GO:0044427",0,1,11,11,NA,NA,0
"2842","GO:0044429",0,1,10,10,NA,NA,0
"2843","GO:0044430",0,1,15,15,NA,NA,0
"2845","GO:0044432",0,1,13,13,NA,NA,0
"2846","GO:0044433",0,1,15,15,NA,NA,0
"2853","GO:0044445",0,1,21,21,NA,NA,0
"2858","GO:0044451",0,1,14,14,NA,NA,0
"2863","GO:0044459",0,1,16,16,NA,NA,0
"2864","GO:0044463",0,1,19,19,NA,NA,0
"2867","GO:0044703",0,1,24,24,"multi-organism reproductive process","BP",0
"2889","GO:0044877",0,1,19,19,"protein-containing complex binding","MF",0
"2894","GO:0045047",0,1,10,10,"protein targeting to ER","BP",0
"2916","GO:0045184",0,1,24,24,"establishment of protein localization","BP",0
"2924","GO:0045321",0,1,10,10,"leukocyte activation","BP",0
"2939","GO:0045595",0,1,19,19,"regulation of cell differentiation","BP",0
"2941","GO:0045597",0,1,10,10,"positive regulation of cell differentiation","BP",0
"2954","GO:0045664",0,1,8,8,"regulation of neuron differentiation","BP",0
"2991","GO:0045892",0,1,13,13,"negative regulation of transcription, DNA-templated","BP",0
"2992","GO:0045893",0,1,13,13,"positive regulation of transcription, DNA-templated","BP",0
"3008","GO:0045934",0,1,17,17,"negative regulation of nucleobase-containing compound metabolic process","BP",0
"3009","GO:0045935",0,1,16,16,"positive regulation of nucleobase-containing compound metabolic process","BP",0
"3011","GO:0045937",0,1,11,11,"positive regulation of phosphate metabolic process","BP",0
"3014","GO:0045944",0,1,12,12,"positive regulation of transcription by RNA polymerase II","BP",0
"3087","GO:0046677",0,1,12,12,"response to antibiotic","BP",0
"3093","GO:0046700",0,1,19,19,"heterocycle catabolic process","BP",0
"3107","GO:0046872",0,1,12,12,"metal ion binding","MF",0
"3118","GO:0046903",0,1,12,12,"secretion","BP",0
"3131","GO:0046983",0,1,18,18,"protein dimerization activity","MF",0
"3174","GO:0048468",0,1,27,27,"cell development","BP",0
"3176","GO:0048471",0,1,10,10,"perinuclear region of cytoplasm","CC",0
"3178","GO:0048477",0,1,14,14,"oogenesis","BP",0
"3195","GO:0048534",0,1,9,9,"hematopoietic or lymphoid organ development","BP",0
"3197","GO:0048545",0,1,8,8,"response to steroid hormone","BP",0
"3208","GO:0048584",0,1,20,20,"positive regulation of response to stimulus","BP",0
"3209","GO:0048585",0,1,17,17,"negative regulation of response to stimulus","BP",0
"3211","GO:0048589",0,1,9,9,"developmental growth","BP",0
"3215","GO:0048598",0,1,10,10,"embryonic morphogenesis","BP",0
"3217","GO:0048608",0,1,12,12,"reproductive structure development","BP",0
"3218","GO:0048609",0,1,23,23,"multicellular organismal reproductive process","BP",0
"3225","GO:0048646",0,1,17,17,"anatomical structure formation involved in morphogenesis","BP",0
"3231","GO:0048666",0,1,12,12,"neuron development","BP",0
"3232","GO:0048667",0,1,9,9,"cell morphogenesis involved in neuron differentiation","BP",0
"3235","GO:0048699",0,1,24,24,"generation of neurons","BP",0
"3242","GO:0048729",0,1,12,12,"tissue morphogenesis","BP",0
"3245","GO:0048732",0,1,13,13,"gland development","BP",0
"3259","GO:0048812",0,1,10,10,"neuron projection morphogenesis","BP",0
"3265","GO:0048858",0,1,10,10,"cell projection morphogenesis","BP",0
"3270","GO:0048870",0,1,9,9,"cell motility","BP",0
"3274","GO:0048878",0,1,13,13,"chemical homeostasis","BP",0
"3319","GO:0050767",0,1,13,13,"regulation of neurogenesis","BP",0
"3330","GO:0050790",0,1,19,19,"regulation of catalytic activity","BP",0
"3336","GO:0050801",0,1,11,11,"ion homeostasis","BP",0
"3382","GO:0051046",0,1,10,10,"regulation of secretion","BP",0
"3385","GO:0051049",0,1,19,19,"regulation of transport","BP",0
"3386","GO:0051050",0,1,14,14,"positive regulation of transport","BP",0
"3399","GO:0051093",0,1,14,14,"negative regulation of developmental process","BP",0
"3400","GO:0051094",0,1,14,14,"positive regulation of developmental process","BP",0
"3406","GO:0051129",0,1,11,11,"negative regulation of cellular component organization","BP",0
"3407","GO:0051130",0,1,13,13,"positive regulation of cellular component organization","BP",0
"3420","GO:0051172",0,1,24,24,"negative regulation of nitrogen compound metabolic process","BP",0
"3421","GO:0051173",0,1,24,24,"positive regulation of nitrogen compound metabolic process","BP",0
"3422","GO:0051174",0,1,14,14,"regulation of phosphorus metabolic process","BP",0
"3425","GO:0051186",0,1,10,10,NA,NA,0
"3444","GO:0051240",0,1,18,18,"positive regulation of multicellular organismal process","BP",0
"3445","GO:0051241",0,1,13,13,"negative regulation of multicellular organismal process","BP",0
"3446","GO:0051246",0,1,25,25,"regulation of protein metabolic process","BP",0
"3447","GO:0051247",0,1,17,17,"positive regulation of protein metabolic process","BP",0
"3448","GO:0051248",0,1,11,11,"negative regulation of protein metabolic process","BP",0
"3452","GO:0051253",0,1,14,14,"negative regulation of RNA metabolic process","BP",0
"3453","GO:0051254",0,1,14,14,"positive regulation of RNA metabolic process","BP",0
"3459","GO:0051270",0,1,9,9,"regulation of cellular component movement","BP",0
"3461","GO:0051276",0,1,10,10,"chromosome organization","BP",0
"3477","GO:0051336",0,1,12,12,"regulation of hydrolase activity","BP",0
"3478","GO:0051338",0,1,9,9,"regulation of transferase activity","BP",0
"3484","GO:0051345",0,1,9,9,"positive regulation of hydrolase activity","BP",0
"3522","GO:0051640",0,1,9,9,"organelle localization","BP",0
"3536","GO:0051674",0,1,9,9,"localization of cell","BP",0
"3542","GO:0051707",0,1,12,12,"response to other organism","BP",0
"3544","GO:0051726",0,1,15,15,"regulation of cell cycle","BP",0
"3566","GO:0051960",0,1,15,15,"regulation of nervous system development","BP",0
"3595","GO:0055065",0,1,10,10,"metal ion homeostasis","BP",0
"3600","GO:0055080",0,1,10,10,"cation homeostasis","BP",0
"3601","GO:0055082",0,1,10,10,"cellular chemical homeostasis","BP",0
"3603","GO:0055086",0,1,12,12,"nucleobase-containing small molecule metabolic process","BP",0
"3607","GO:0055114",0,1,12,12,NA,NA,0
"3631","GO:0060249",0,1,9,9,"anatomical structure homeostasis","BP",0
"3640","GO:0060284",0,1,13,13,"regulation of cell development","BP",0
"3646","GO:0060322",0,1,9,9,"head development","BP",0
"3649","GO:0060341",0,1,10,10,"regulation of cellular localization","BP",0
"3664","GO:0060429",0,1,26,26,"epithelium development","BP",0
"3676","GO:0060548",0,1,14,14,"negative regulation of cell death","BP",0
"3735","GO:0061061",0,1,13,13,"muscle structure development","BP",0
"3769","GO:0061458",0,1,12,12,"reproductive system development","BP",0
"3774","GO:0061564",0,1,9,9,"axon development","BP",0
"3797","GO:0065003",0,1,24,24,"protein-containing complex assembly","BP",0
"3845","GO:0070482",0,1,10,10,"response to oxygen levels","BP",0
"3862","GO:0070647",0,1,9,9,"protein modification by small protein conjugation or removal","BP",0
"3869","GO:0070727",0,1,27,27,"cellular macromolecule localization","BP",0
"3890","GO:0070925",0,1,18,18,"organelle assembly","BP",0
"3895","GO:0070972",0,1,11,11,"protein localization to endoplasmic reticulum","BP",0
"3945","GO:0071345",0,1,12,12,"cellular response to cytokine stimulus","BP",0
"3964","GO:0071396",0,1,10,10,"cellular response to lipid","BP",0
"3967","GO:0071407",0,1,12,12,"cellular response to organic cyclic compound","BP",0
"3989","GO:0071495",0,1,16,16,"cellular response to endogenous stimulus","BP",0
"3990","GO:0071496",0,1,8,8,"cellular response to external stimulus","BP",0
"4008","GO:0071702",0,1,26,26,"organic substance transport","BP",0
"4010","GO:0071705",0,1,26,26,"nitrogen compound transport","BP",0
"4018","GO:0071826",0,1,12,12,"ribonucleoprotein complex subunit organization","BP",0
"4056","GO:0072359",0,1,13,13,"circulatory system development","BP",0
"4069","GO:0072521",0,1,12,12,"purine-containing compound metabolic process","BP",0
"4077","GO:0072594",0,1,17,17,"establishment of protein localization to organelle","BP",0
"4079","GO:0072599",0,1,10,10,"establishment of protein localization to endoplasmic reticulum","BP",0
